-1.182787,0.383439,
-0.500000,0.259244,
-1.182787,0.130987,
-1.319479,-0.000000,
-0.461940,-0.130987,
-0.866025,-0.259244,
-1.255293,-0.383439,
-0.353553,-0.501275,
-0.417420,-0.610006,
-1.000000,-0.708502,
-0.191342,-0.795249,
0.094734,-0.867901,
-0.592466,-0.925703,
-0.000000,-0.968154,
0.592466,-0.993666,
-0.094734,-1.001974,
0.191342,-0.993666,
1.000000,-0.968154,
0.417420,-0.925703,
0.353553,-0.867901,
1.255293,-0.795249,
0.866025,-0.708502,
0.461940,-0.610006,
1.319479,-0.501275,
1.182787,-0.383439,
0.500000,-0.259244,
1.182787,-0.130987,
1.319479,0.000000,
0.461940,0.130987,
0.866025,0.259244,
1.255293,0.383439,
0.353553,0.501275,
0.417420,0.610006,
1.000000,0.708502,
0.191342,0.795249,
-0.094734,0.867901,
0.592466,0.925703,
-0.000000,0.968154,
-0.592466,0.993666,
0.094734,1.001974,
-0.191342,0.993666,
-1.000000,0.968154,
-0.417420,0.925703,
-0.353553,0.867901,
-1.255293,0.795249,
-0.866025,0.708502,
-0.461940,0.610006,
-1.319479,0.501275,
-1.182787,0.383439,
-0.500000,0.259244,
-1.182787,0.130987,
-1.319479,-0.000000,
-0.461940,-0.130987,
-0.866025,-0.259244,
-1.255293,-0.383439,
-0.353553,-0.501275,
-0.417420,-0.610006,
-1.000000,-0.708502,
-0.191342,-0.795249,
0.094734,-0.867901,
-0.592466,-0.925703,
0.000000,-0.968154,
0.592466,-0.993666,
-0.094734,-1.001974,
0.191342,-0.993666,
1.000000,-0.968154,
0.417420,-0.925703,
0.353553,-0.867901,
1.255293,-0.795249,
0.866025,-0.708502,
0.461940,-0.610006,
1.319479,-0.501275,
1.182787,-0.383439,
0.500000,-0.259244,
1.182787,-0.130987,
1.319479,0.000000,
0.461940,0.130987,
0.866025,0.259244,
1.255293,0.383439,
0.353553,0.501275,
0.417420,0.610006,
1.000000,0.708502,
0.191342,0.795249,
-0.094734,0.867901,
0.592466,0.925703,
0.000000,0.968154,
-0.592466,0.993666,
0.094734,1.001974,
-0.191342,0.993666,
-1.000000,0.968154,
-0.417420,0.925703,
-0.353553,0.867901,
-1.255293,0.795249,
-0.866025,0.708502,
-0.461940,0.610006,
-1.319479,0.501275,
-1.182787,0.383439,
-0.500000,0.259244,
-1.182787,0.130987,
-1.319479,-0.000000,
-0.461940,-0.130987,
-0.866025,-0.259244,
-1.255293,-0.383439,
-0.353553,-0.501275,
-0.417420,-0.610006,
-1.000000,-0.708502,
-0.191342,-0.795249,
0.094734,-0.867901,
-0.592466,-0.925703,
-0.000000,-0.968154,
0.592466,-0.993666,
-0.094734,-1.001974,
0.191342,-0.993666,
1.000000,-0.968154,
0.417420,-0.925703,
0.353553,-0.867901,
1.255293,-0.795249,
0.866025,-0.708502,
0.461940,-0.610006,
1.319479,-0.501275,
1.182787,-0.383439,
0.500000,-0.259244,
1.182787,-0.130987,
1.319479,0.000000,
0.461940,0.130987,
0.866025,0.259244,
1.255293,0.383439,
0.353553,0.501275,
0.417420,0.610006,
1.000000,0.708502,
0.191342,0.795249,
-0.094734,0.867901,
0.592466,0.925703,
0.000000,0.968154,
-0.592466,0.993666,
0.094734,1.001974,
-0.191342,0.993666,
-1.000000,0.968154,
-0.417420,0.925703,
-0.353553,0.867901,
-1.255293,0.795249,
-0.866025,0.708502,
-0.461940,0.610006,
-1.319479,0.501275,
-1.182787,0.383439,
-0.500000,0.259244,
-1.182787,0.130987,
-1.319479,-0.000000,
-0.461940,-0.130987,
-0.866025,-0.259244,
-1.255293,-0.383439,
-0.353553,-0.501275,
-0.417420,-0.610006,
-1.000000,-0.708502,
-0.191342,-0.795249,
0.094734,-0.867901,
-0.592466,-0.925703,
-0.000000,-0.968154,
0.592466,-0.993666,
-0.094734,-1.001974,
0.191342,-0.993666,
1.000000,-0.968154,
0.417420,-0.925703,
0.353553,-0.867901,
1.255293,-0.795249,
0.866025,-0.708502,
0.461940,-0.610006,
1.319479,-0.501275,
1.182787,-0.383439,
0.500000,-0.259244,
1.182787,-0.130987,
1.319479,0.000000,
0.461940,0.130987,
0.866025,0.259244,
1.255293,0.383439,
0.353553,0.501275,
0.417420,0.610006,
1.000000,0.708502,
0.191342,0.795249,
-0.094734,0.867901,
0.592466,0.925703,
0.000000,0.968154,
-0.592466,0.993666,
0.094734,1.001974,
-0.191342,0.993666,
-1.000000,0.968154,
-0.417420,0.925703,
-0.353553,0.867901,
-1.255293,0.795249,
